Drug_wlkffqozug : (Drug_ueahriohcd,Eff_gaftvdwbrs) 
Drug_qxoeedvcuz : (Drug_ryjjdoytra,Eff_uwragizias) ; (Drug_uupjcpyboh,Eff_dsngwxlbnj) 
Drug_wbrxqidbui : (Drug_aoshzlbkci,Eff_cycrfrqgac) 
Drug_ryyszipkyg : (Drug_fludrksjli,Eff_ddcnmvvbqa) ; (Drug_gpufettkkz,Eff_pfidwyjpuy) 
Drug_cjupnbxkbp : (Drug_gorowtpkss,Eff_wbkmrgcmce) 
Drug_xxpewapcen : (Drug_ehmixiaeyo,Eff_yxtltxvyps) 
Drug_aodebibxfl : (Drug_uvgpunqlin,Eff_okozwzsexk) 
Drug_gtfyohvmzs : (Drug_evzqefgnul,Eff_isllwtttbg) 
Drug_djldiphdgl : (Drug_vysjwkyihl,Eff_hjlouzpjdf) ; (Drug_qsgvcksxbl,Eff_jhccjftxmt) 
Drug_uovaxujils : (Drug_dgoocjdqdj,Eff_vnwroijgab) 
Drug_zpwcvtjzqd : (Drug_lobotpmerv,Eff_usptxtkgho) 
Drug_ybqbnovtyp : (Drug_oualwpiodf,Eff_xksjckskgj) 
Drug_cupevywygl : (Drug_tqsepfaqog,Eff_izryqrkjuh) 
Drug_eifvagjtgi : (Drug_hyxthkgsrf,Eff_croawokfrw) 
Drug_scptvxvldk : (Drug_udrqdbxqwy,Eff_yfbmwjhpsf) 
Drug_wlpemwuwcr : (Drug_ltwkkskybr,Eff_fdzwolawjk) 
Drug_ydnnxcpuzq : (Drug_alzmmusaol,Eff_vdfdmflilq) 
Drug_ycbyhdhhvd : (Drug_hcocqdrurf,Eff_eoacbmtqtz) 
Drug_ulsobzgwqs : (Drug_thheygtuah,Eff_iaefuztaoq) 
Drug_ubjslgbptg : (Drug_vrsckbvypa,Eff_nyxweuhmlv) 
Drug_wdoflwvsml : (Drug_curjuxzljr,Eff_kpasrwejnu) 
Drug_otrwyezfcg : (Drug_zdgnhkhjzv,Eff_ljakjqfolp) 
Drug_hfuyyuhvww : (Drug_yxuofkzkbi,Eff_lachmoozsz) 
Drug_aipvqdfirw : (Drug_vgtdegbymx,Eff_jescjqucty) 
Drug_tpakxnsxqv : (Drug_ohgmirranb,Eff_sllhjayzfs) 
Drug_xsqfthkpun : (Drug_vwqqlslber,Eff_ukfbdvjfam) 
Drug_iixorqzcdz : (Drug_kygmrtibpa,Eff_rokchrhjyh) 
Drug_uvcnbohbnb : (Drug_jjjbdbpqpv,Eff_fjhvuwncjy) 
Drug_wymikldtna : (Drug_pbkqobrjaw,Eff_jmbykdlmnj) 
Drug_omzwdpgazl : (Drug_hyzcllgdmq,Eff_nxtwjpszyw) 
Drug_voqbfyzqjh : (Drug_beazvswaww,Eff_bgwkjiqwvq) 
Drug_dzvyttjpjp : (Drug_dpphnjrntf,Eff_mtyqlewmjm) 
Drug_zneczsylxd : (Drug_yuvvljkpgy,Eff_jpagopwovj) 
Drug_shrdisqjmi : (Drug_jbfimlpnia,Eff_vyfqbghwnw) 
Drug_qatufexvjr : (Drug_mayvniccmq,Eff_rsurstujth) 
Drug_tkpjtnddje : (Drug_pzxauazrin,Eff_odydgvpwji) 
Drug_iotgujzixb : (Drug_mzovvbuzmu,Eff_jxfiatmqmx) 
Drug_tdbyibvqff : (Drug_elwctzzorp,Eff_xititzwiik) 
Drug_hvbsoghrvl : (Drug_qpkpknyktf,Eff_dhsngefpvo) 
Drug_bpfrotpwqw : (Drug_fexxmhxrus,Eff_magfuumewi) 
Drug_ywhlxbjmme : (Drug_lhhinumook,Eff_wazadzijdt) 
Drug_xwmdicxiks : (Drug_gujhwxiapq,Eff_uwpwrdrwjm) ; (Drug_qnuiftzjlx,Eff_pyslcccydj) ; (Drug_okzpetsika,Eff_qxapfhboos) 
Drug_uprfdnrklq : (Drug_niqawommmz,Eff_fxmxzuzbcw) 
Drug_zbdwjqdylj : (Drug_wrnaqkwxwd,Eff_trgdeapacj) 
Drug_wcxcwjndrd : (Drug_veghzznzmn,Eff_txwtgqicir) 
Drug_yfsirtesvy : (Drug_dcatrvcyai,Eff_gaaieoalii) 
Drug_jpzhiptsxv : (Drug_zshglcanne,Eff_adusnzxnew) 
Drug_pligujshti : (Drug_egnclhlrtq,Eff_sjzrihjqhg) ; (Drug_rfbjefontr,Eff_gllreldsoa) 
Drug_ivgwdnzetv : (Drug_enbiuksdad,Eff_xmrcrlqjam) 
Drug_zoaeajphle : (Drug_fsivrvdmrb,Eff_obszlgzbwl) 
Drug_uethhyygyq : (Drug_qeomddlcde,Eff_wqguungtdl) 
Drug_qchniqjrpn : (Drug_bgzzwiuwgj,Eff_ontayevvms) 
Drug_psshytgsza : (Drug_gnuhvgleys,Eff_wpipamrldl) 
Drug_evfmxwkgps : (Drug_yzotyuytxy,Eff_yygdtgowkj) 
Drug_vtligdbgpy : (Drug_mkhfgazhlm,Eff_fgcjzntsqn) 
Drug_uipglcjell : (Drug_wixkvdnhqc,Eff_rcgutwmjlf) 
Drug_jkgiquzgkg : (Drug_xmgeexorix,Eff_ygqxvujsrb) 
Drug_fxqvgfbxdu : (Drug_bwycthhtjw,Eff_yjmywamuhk) 
Drug_zcsedgzpsy : (Drug_lqvtsubxkz,Eff_cwuishzobw) 
Drug_wujkkegmii : (Drug_xkondmplxz,Eff_iyyjawtuzi) 
Drug_gsbqibowzz : (Drug_sguzagzptv,Eff_fdbdtkpxeh) 
Drug_mdkryfrids : (Drug_cjrifbazis,Eff_veckyhiapq) 
Drug_kuhwvrjzru : (Drug_nvrtotwdob,Eff_ihkkhkfgoz) 
Drug_lurqflbvua : (Drug_xvrxrrrqny,Eff_gbcmazmwhl) 
Drug_jdfmnhjbcf : (Drug_dytxzofkcj,Eff_vkjpaoeafe) 
Drug_etshlkmlqb : (Drug_clbfmhtveb,Eff_wocofxcoqd) 
Drug_dksloiiila : (Drug_dccevrgpjy,Eff_oqxamcwqlh) 
Drug_hnicsqzfxt : (Drug_ldfsuuegql,Eff_lvrznimxlz) 
Drug_pamxdfmlcr : (Drug_kyhyshpdhv,Eff_ahmsbjngwl) 
Drug_hfmmtocgou : (Drug_pklikgtzfq,Eff_uidxsataxr) 
Drug_nrcemvffif : (Drug_sagfbgwkto,Eff_xlytnofdld) 
Drug_vjbkxseoqx : (Drug_jxskocjvgl,Eff_lbgpgpfbxz) 
Drug_nwmfgktqbg : (Drug_pqfzritule,Eff_qzgegmheva) 
Drug_bqgtyzyxls : (Drug_ioaeitdnac,Eff_dhofscufcf) ; (Drug_bfsqjvxyco,Eff_fdmybhzbue) 
Drug_mmjnzzvnrm : (Drug_uzkqjkdroa,Eff_uefkeghuio) 
Drug_nuzxuqmfcw : (Drug_cgewmufiiy,Eff_umzuhvmjbh) 
Drug_heffhkfcum : (Drug_ddwuymmfjf,Eff_wisnebitzt) 
Drug_nzaewmyynt : (Drug_shqbuhembn,Eff_sivycqzvkd) 
Drug_ovzwmolrwx : (Drug_coaigddxkh,Eff_aydbjesdgy) 
Drug_gquegeezoi : (Drug_qhmbrzkkja,Eff_yxrzrfvlpp) 
Drug_imlsvzsfaf : (Drug_xvphijbtyh,Eff_culutquugu) 
Drug_thzlzkjtfi : (Drug_qvxwqtiuod,Eff_dlzvjpaykn) 
Drug_acuvfhqqzq : (Drug_eiohaqkqzx,Eff_qulfvhkiqr) 
Drug_ykwmkgrhws : (Drug_hthhdvsgvj,Eff_szqmksiryc) 
Drug_awvfovcbfb : (Drug_lxkotcalcc,Eff_rrmaxeitpe) 
Drug_yngcrbwptc : (Drug_xqqlzlttji,Eff_agziwnjtfu) 
Drug_bcbujdqhfa : (Drug_njwkhndqpa,Eff_nmktytxikt) 
Drug_opmdvtmxol : (Drug_yympbnuuce,Eff_fufkqaqzpn) 
Drug_fzkasgfddk : (Drug_wgehsmrpvd,Eff_chwgakbtzm) 
Drug_nmpizvudna : (Drug_nyybcshbga,Eff_tsrvgynoio) 
Drug_ucnckqvdnj : (Drug_cldkfijlzb,Eff_dnoejhmgkp) 
Drug_ejzhzufdpd : (Drug_vgwcxvidcg,Eff_vmxobrfmxl) 
Drug_xofsvpvrvk : (Drug_bairfwgsgj,Eff_hufytruqzr) 
Drug_wydrynbyje : (Drug_zjfaofldfo,Eff_ihuxpmxnga) 
Drug_gwvnqoasgr : (Drug_vdzdmoopjo,Eff_cfvidrcjeo) 
Drug_wyvkaagsth : (Drug_nhcikoecca,Eff_fmiblfkzna) 
Drug_nzctsynkzm : (Drug_jmulhawuzy,Eff_xcsnmgwwwa) 
Drug_vysfbggqrz : (Drug_ndxexfohpo,Eff_vqhgxocppj) 
Drug_uynblndzaf : (Drug_iawovaogtl,Eff_xxrtjrjtvp) 
Drug_xqyhjwnrek : (Drug_nchioayfeo,Eff_scmdqokscu) 
Drug_cnyvhreecb : (Drug_qezbuauyzr,Eff_tafrqpxxpf) 
Drug_dqfkzgunyi : (Drug_xkpqzulcdw,Eff_quygvehxej) 
Drug_dcpiretstd : (Drug_wvcghyobqq,Eff_lulxdeblxi) 
Drug_fhcneodzat : (Drug_vzekcddrno,Eff_aegbvqlgii) 
Drug_twkzwisqaf : (Drug_kbubmrltou,Eff_rlwkntllxj) 
Drug_jrdzqknwvt : (Drug_nrygxwzvwi,Eff_mgptiyatsc) 
Drug_efizjhjohu : (Drug_zqcodxzhsb,Eff_jexnixfwgp) ; (Drug_inloibxvim,Eff_erpyizflfv) 
Drug_lecrshnmkv : (Drug_mezfecvdhl,Eff_lqwgdkiezh) 
Drug_uguaqgzdxl : (Drug_mfnriiglqs,Eff_xpioumjhcu) 
Drug_uhoovwqdwj : (Drug_gqvjyymhiv,Eff_sthtbwuvyc) 
Drug_lpqbtfdvnw : (Drug_gwvdgviuzs,Eff_qcwdmpzzks) ; (Drug_kvlofagsug,Eff_ypthgwtiyd) 
Drug_fzugivliec : (Drug_fyijyipmvx,Eff_okbrhpbyqe) 
Drug_skmxlfojgi : (Drug_ijwwfrpyvr,Eff_fwnzkukeqo) 
Drug_pyonpayrbo : (Drug_abcxecfjqq,Eff_camiwixzio) 
Drug_uzlnjrlasp : (Drug_uhagvqvzqv,Eff_gpztvdiako) 
Drug_jredwvharn : (Drug_twrxhawfkb,Eff_busqfmlyqy) 
Drug_seiebgviip : (Drug_yrkhxqkdyj,Eff_pfqziarjbe) ; (Drug_ecmgbnnosg,Eff_emkrsqbsom) 
Drug_xubcqhmlar : (Drug_uczrlkmrwj,Eff_penavprydr) 
Drug_nioupqcdza : (Drug_rwxuptfkya,Eff_bujihpmddb) ; (Drug_mdqzheefws,Eff_ekzlnqfvwp) 
Drug_hmyiuclrfu : (Drug_qnjkrvgsld,Eff_ntcuzfbrbe) 
Drug_mdplnkywcw : (Drug_osuxlehzhx,Eff_umfpskvfey) 
Drug_mowgnmzasm : (Drug_soodgurtjy,Eff_iauzqlqdsq) 
Drug_girnhrrahz : (Drug_qjekbfhiyy,Eff_wbsmkthmpn) 
Drug_mgtmpnwnnu : (Drug_wbiujrcssn,Eff_nxlyrzdsiu) 
Drug_vtnmtyetwe : (Drug_kpzfcirrff,Eff_aushmhqekx) 
Drug_sawucrmpqr : (Drug_hxtlwxikzg,Eff_eqzexjmnuv) 
Drug_kktxyfshog : (Drug_mnzrtwnseq,Eff_wlydqtpwnz) 
Drug_uvqulourgl : (Drug_qhqseaqxjr,Eff_uufpyeqyzu) 
Drug_ibdgdgxwbr : (Drug_pteakpbgbj,Eff_glfgelyoxy) 
Drug_qnysimnfdi : (Drug_wyepmydnhh,Eff_etmudetdsy) 
Drug_othirbtwkm : (Drug_vlqohhijox,Eff_ujrsfdrgvu) 
Drug_wdwwwqlkup : (Drug_bnxcxdjjbu,Eff_iqkfaqigrj) 
Drug_fucabfccdo : (Drug_bnzzmlvkai,Eff_fmhzcbgpqx) 
Drug_vtonutjpcz : (Drug_oiwjovckfh,Eff_bsnfmkakjk) 
Drug_pseupqzvkx : (Drug_oaqnzmoccv,Eff_nwhgeixemk) 
Drug_tbrcjnaqhb : (Drug_fnktzpenzr,Eff_xzeiovloam) 
Drug_ukhzcvtkii : (Drug_ibboqsajra,Eff_clunjilcmn) 
Drug_fpjyzullyx : (Drug_iacutqxpwc,Eff_bqzlhrjsoi) 
Drug_xjdezbfzpz : (Drug_zoijjdpins,Eff_recihaenyw) 
Drug_jntcwjdwsl : (Drug_xkpvxessid,Eff_kbgbojvanl) 
Drug_cgmhnlnxcz : (Drug_ljhwmpupjv,Eff_czlnuusiii) 
Drug_xqgqenhjrr : (Drug_rxyzkdxgbj,Eff_ztgepvlrwo) 
Drug_mxbvpvifff : (Drug_zxhekuzcdh,Eff_fsxnqqoptk) 
Drug_sqtpciipaw : (Drug_atwiijoftl,Eff_zumoscptid) 
Drug_uksiojjsww : (Drug_pnbgfeniok,Eff_qbqfdfeqzh) 
Drug_yrgfcfvpsy : (Drug_ypbrioozfd,Eff_wuocrvseji) 
Drug_nmzysaktpf : (Drug_kvcjlmvcnw,Eff_ossxgpzhyv) 
Drug_rlkttuwqvi : (Drug_yadlfyghpj,Eff_xrpkihloxq) 
Drug_fjvrvmkifj : (Drug_aoilxytorf,Eff_niigglctbx) 
Drug_opxeakumvn : (Drug_bjnqjaqrbc,Eff_uzsngqdxzl) 
Drug_kmqkfkvbgc : (Drug_jfyvltoclh,Eff_nctcsdtwvr) 
Drug_vddyyfwvpf : (Drug_etxszbarzz,Eff_raqprezwol) 
Drug_nxboofnfiu : (Drug_hzwzlawzwz,Eff_jvebprgxry) 
Drug_poqkzgoesd : (Drug_ferfuytrff,Eff_dlknyyvawe) 
Drug_fvocacmfmm : (Drug_fyhnelhqlz,Eff_czcegozwio) 
Drug_vmuoovbthp : (Drug_qridtexfou,Eff_fnfxvqedwb) 
Drug_byeyvfjjbm : (Drug_rmyikvqvwm,Eff_zoeqjpeczw) 
Drug_kagltbklhf : (Drug_fwonnxzrgk,Eff_lwsizpjkqw) 
Drug_uzszdhsdxp : (Drug_fqeclcmckg,Eff_ywfybflfos) 
Drug_nbhffersdu : (Drug_pfvvxyotja,Eff_lrsaddwihx) ; (Drug_seiogvgpir,Eff_gdwrgvafms) ; (Drug_labyypkqsb,Eff_kwbtvxcfhm) 
Drug_xfpzpjfpfr : (Drug_vvutncqnvy,Eff_bfcbwmsglj) 
Drug_uaswpdhtjz : (Drug_qzbixvtubg,Eff_swdvguewct) ; (Drug_snuosrsxce,Eff_yetxwsgebx) 
Drug_bpiqaukduj : (Drug_swcqcljuwm,Eff_ngocxxguog) 
Drug_ogfcyvzxzh : (Drug_mhwqpkveqx,Eff_atqzsbpxqv) ; (Drug_rxsffvwazq,Eff_pgzeqewhbz) 
Drug_vmbfxkagbi : (Drug_xtpejttexq,Eff_hclolbnhcd) 
Drug_fywoeuxsyi : (Drug_pueegowqvs,Eff_juoqwcghvm) 
Drug_qopeqatcmb : (Drug_zuxznervlo,Eff_qrntkusfmh) 
Drug_urbvarnhdg : (Drug_atvcgmdeuq,Eff_shvymkrjtm) ; (Drug_qhuwpxgtjc,Eff_ibdkgtnlwf) 
Drug_bklybbifeo : (Drug_dwcvfegcoj,Eff_tckxinkryx) ; (Drug_nynslhbvgn,Eff_rxlgchaanf) 
Drug_rbwxjhvulz : (Drug_ryitetfxrh,Eff_wijljappfd) 
Drug_dugaiyligq : (Drug_xlkszkvjjb,Eff_lldpaqfgua) 
Drug_ltcuxnqium : (Drug_zcamoemgss,Eff_jkwvovsnlo) 
Drug_qusjpznqmt : (Drug_bnklwazqhi,Eff_anzatkgxis) ; (Drug_ovzququmyc,Eff_hqgpamnrql) 
Drug_uyewtoynxw : (Drug_qoioqoyepl,Eff_unjnxoqfpf) 
Drug_aufbjexncy : (Drug_dozyqqufdk,Eff_bbbtdqkkei) 
Drug_stlmczfyvn : (Drug_ebkoqxowbe,Eff_bbmyblzwvp) 
Drug_mopeoocapj : (Drug_eenliwgnan,Eff_gyybzpuqyi) 
Drug_ngbfzvwyzq : (Drug_xuakiradyj,Eff_svuwzlfwjg) 
Drug_ddcwhnirww : (Drug_sllqfyadfu,Eff_kgnwkbsnor) 
Drug_mxpeurgguj : (Drug_gihjueekzs,Eff_khzqulyzue) 
Drug_blkdbxvdcm : (Drug_nxiquemamg,Eff_ndmvzncfps) 
Drug_bozrsxogjj : (Drug_kuldpxygxo,Eff_pdnwuiipuy) 
Drug_udblttorcy : (Drug_magmrcvxjj,Eff_rvuqfjucnj) 
Drug_bdjnmtffew : (Drug_rurquhsnpv,Eff_puplklclkl) 
Drug_qzlexvxexy : (Drug_cwkkxqhfsl,Eff_nfiwflwmdn) 
Drug_wutvfguohw : (Drug_wkpqvopyog,Eff_mdetndtfym) 
Drug_zwvcqxovtn : (Drug_bfhrovqrqp,Eff_aumraqfqxz) ; (Drug_kljtvcdows,Eff_owqjlomuba) 
Drug_epibtirtzh : (Drug_fdugnulczc,Eff_jtuwwduvqc) ; (Drug_yczmpkektw,Eff_jzrgqtkdvk) 
Drug_ecbjusgplz : (Drug_lahpzekwgi,Eff_wtamselxmx) 
Drug_oshghimwiy : (Drug_lzdfiweuug,Eff_pvonvjeoio) 
Drug_vpwxkxmxxq : (Drug_uokagosiyh,Eff_nypfjyophf) 
Drug_iuiflqpojr : (Drug_bzzciznxnh,Eff_bwaukwaeqx) 
Drug_lfgcdtvnis : (Drug_mwhlvzhsov,Eff_jiowzpznps) 
Drug_pnnjjzrgpn : (Drug_dlwjtqzzsn,Eff_jpgohtnvhi) 
Drug_wvlatbwfdq : (Drug_ltjvvxvnhk,Eff_olqqahqpce) 
Drug_dpdgwgxanb : (Drug_hvgwvlzwog,Eff_smvngbsnqi) 
Drug_brvbxfnced : (Drug_qelljymbym,Eff_hfrirlisxb) 
Drug_etutdyelin : (Drug_zocvjxzffw,Eff_siyntrowxs) 
Drug_qpwliqdpny : (Drug_ntgerlbzxo,Eff_ccouidwycq) 
Drug_sueyahmfza : (Drug_ufyxmnjiyu,Eff_pepdsxxhtx) 
Drug_hedihgzror : (Drug_rnzvojnisa,Eff_zzgghrvvhc) 
Drug_jscshquazg : (Drug_lmbdhkidmg,Eff_pyjlxilhrr) 
Drug_pazsixiafs : (Drug_qsfeuycxfe,Eff_odgdamziow) 
Drug_tbdaewrovs : (Drug_obchygeuax,Eff_raaakoljkc) 
Drug_dhmpedhfxc : (Drug_ajumqnfziq,Eff_vfjwozzjeb) ; (Drug_tpupbmdrnj,Eff_thwbvmevmq) 
Drug_apwuhldvhh : (Drug_tgqocvbzts,Eff_wphfuzwljy) 
Drug_pfisksheuc : (Drug_uptornohvp,Eff_rtuzuqckwr) 
Drug_cmqwdowtgh : (Drug_hmckmydctx,Eff_onviukiqvb) ; (Drug_qxqnhauywp,Eff_qfdjryugjr) 
Drug_lzrlpckdhw : (Drug_zdlydialjy,Eff_jtzkljrwmp) 
Drug_hrlfgehzqh : (Drug_hcpefwwhpt,Eff_ksuftbqvzi) 
Drug_fbmqfqjdua : (Drug_dfcqfaquey,Eff_ykctyhcadt) 
Drug_ccdvssxlgh : (Drug_xndywcwfrz,Eff_pqemyzyokb) 
Drug_kmnxuzxqiq : (Drug_zqrmsuechx,Eff_marhrxyagt) 
Drug_daixwqubsv : (Drug_udrlirtyfa,Eff_vcfdxdtcuz) 
Drug_uuvmjhhifa : (Drug_bylzuprowt,Eff_dwqvasajgv) 
Drug_ygdedjwuga : (Drug_huacuuaiyi,Eff_mfmqwecpbz) 
Drug_rzqxsllxjv : (Drug_nkkwpglgnn,Eff_juoivbphaf) 
Drug_mxcneytsop : (Drug_vrfpaggqum,Eff_qyvfggkicu) 
Drug_zeasemynab : (Drug_mmlfjfmrdi,Eff_tetgfnqigl) 
Drug_gfvqhlqmqc : (Drug_bioqyfpdhc,Eff_zyjdcsenry) 
Drug_waclvbimcv : (Drug_gbikpdjznm,Eff_oeireavzjy) 
Drug_mvwihsxxra : (Drug_qovqmzvmip,Eff_bqhrilvgxw) 
Drug_htpadlxmdr : (Drug_zmhozrnjtp,Eff_diuncqefkh) 
Drug_yiufuelzfr : (Drug_dzanhrkweb,Eff_zefotedhaw) ; (Drug_lnvuzlgkrn,Eff_wcpzlnocbg) 
Drug_wbwmqfhuyq : (Drug_avaexeyoia,Eff_rzujotjqtx) 
Drug_ckwhayyvoh : (Drug_rdnydqthoc,Eff_yqtovreomz) 
Drug_odvceglsid : (Drug_ljrpnkdtqw,Eff_chqzzfemls) 
Drug_ltykdchied : (Drug_fseyxqttrl,Eff_ebygcydwox) 
Drug_mvmvedktab : (Drug_jeyshbzpwa,Eff_pdbgbjrmut) 
Drug_qyzfrhfesn : (Drug_gsdcsntnju,Eff_uwjwvsmyxv) 
Drug_aynuegnyyg : (Drug_ljjtkpeyus,Eff_srxngeudjt) 
Drug_gbywwzoehx : (Drug_nvxvmzfdcj,Eff_mivmrbbjqv) ; (Drug_yeucrlpxjt,Eff_sjunpvdepl) 
Drug_jcqhntavvy : (Drug_nuoiuceejw,Eff_knvsyrpsqt) 
Drug_mlofryvryh : (Drug_ywbvvtrdih,Eff_eefqbnfwtz) 
Drug_nkswzjvqdl : (Drug_amcezjbclx,Eff_rfcfzgeknp) 
Drug_vldshfnbxg : (Drug_izlkahracr,Eff_ypijmlpysm) 
Drug_stirdcwwzh : (Drug_yesmumekad,Eff_ugjdfbebri) ; (Drug_xqzbshgljm,Eff_lhwdpgvere) 
Drug_iubazbxcsy : (Drug_zluctopvsr,Eff_ubylprwrrg) 
Drug_bcynbkpksf : (Drug_uduwltltem,Eff_usqgrpekou) 
Drug_ngbsljemnj : (Drug_ozllqubqua,Eff_qcftijekgj) 
Drug_hyfedirufi : (Drug_yxitriuceg,Eff_lqtvfqnllc) 
Drug_hqxpokjdwn : (Drug_juohkptibf,Eff_rurjrkjzym) 
Drug_qekhgvkein : (Drug_uriokricer,Eff_gfoqndfpgu) ; (Drug_rwjfiwmyni,Eff_deazzkrxwa) 
Drug_cgewmufiiy : (Drug_nuzxuqmfcw,Eff_umzuhvmjbh) 
Drug_sfuvgxkejj : (Drug_hwwezujski,Eff_rjepbjcrui) 
Drug_shnnsyyfgk : (Drug_cgeuabkdkk,Eff_dxuaqhzyhh) 
Drug_zujndftiol : (Drug_mqgsjszeeq,Eff_ejvismlxig) 
Drug_bdhiiofdev : (Drug_zydoiswqsp,Eff_vhdagzspyv) 
Drug_fpybccwvpw : (Drug_bgeqiypqqg,Eff_kwgcrlpzwp) 
Drug_axstszzwso : (Drug_qxnoqlmgxk,Eff_oljzlgzpke) 
Drug_sxmmhyvify : (Drug_ubvrzanwmg,Eff_ehfgyxadoo) 
Drug_xlfmeasdvx : (Drug_qfsjdddket,Eff_ghnycqxcmb) 
Drug_spzlxugwli : (Drug_nhmavxkerj,Eff_ihsmoyrwfq) ; (Drug_jhwzrljxdz,Eff_nbsoxeigak) 
Drug_chcqddzlku : (Drug_ttfrfoshyr,Eff_lfawmgidrl) 
Drug_fgohciigpn : (Drug_whmqwzdgnc,Eff_pifjffcvrg) 
Drug_uxavbzovld : (Drug_ujywoplzke,Eff_bygthqrvjg) 
Drug_ojdclavbjq : (Drug_cegmmrqfzu,Eff_cmfcoehzcw) 
Drug_fbfrbgzzae : (Drug_wxzcxwaikt,Eff_xgcfqswuxd) ; (Drug_vttlstqysi,Eff_bxxmtxqbhx) 
Drug_mijmsvrxqn : (Drug_jradefbuka,Eff_pfcndeaapw) 
Drug_xityisuvzv : (Drug_femcbvlwgj,Eff_eezotyuhki) ; (Drug_illjufdyiq,Eff_ryxfbsaeyg) 
Drug_xvrlncwctf : (Drug_mbztkyycxc,Eff_qjvvyenevm) 
Drug_qtutkzpspg : (Drug_zkwiewsxuv,Eff_pouenanzvt) ; (Drug_wbtandosyl,Eff_gyzfzxtxkh) ; (Drug_gkgpyiknda,Eff_xjcosufurp) 
Drug_aubqbkaios : (Drug_rspatuphey,Eff_eskzcomspt) 
Drug_mnfyeopbbz : (Drug_wajzcnmdgk,Eff_mdqwbaxbkn) 
Drug_oglgmmbady : (Drug_aolmpazxtr,Eff_kbuwfcgmin) 
Drug_mpwxygevvy : (Drug_hkcsjttwxa,Eff_fnzaqqemrq) 
Drug_iopjohmuiu : (Drug_roilqmmjgo,Eff_wqrdzdjwqp) 
Drug_dmmcqusblt : (Drug_zqudkbmsor,Eff_qvokxzubhu) 
Drug_xffxtjicsz : (Drug_fbtjosbbyl,Eff_narfpzxfen) 
Drug_ssqsmuywrf : (Drug_pghxdftika,Eff_eqwwqkueyf) 
Drug_hlfekydoyl : (Drug_fmjdkxqgrw,Eff_gglftocuga) 
Drug_ngnbqgubbl : (Drug_eshojxbsos,Eff_xmagkqcnob) 
Drug_yinacilhor : (Drug_juhvqzpzij,Eff_jcwzquqrur) 
Drug_xuphrgmhmd : (Drug_sqkvojzsbx,Eff_aibddxotjl) 
Drug_jbkbxliany : (Drug_xefwkysaan,Eff_saoryzpbba) 
Drug_clhqsqzbzy : (Drug_wbdktehxkh,Eff_xoxndilovi) 
Drug_kbbonafyfi : (Drug_equmrrzcct,Eff_gxarqfeoek) 
Drug_kbtnugpxfo : (Drug_tknmsbsifk,Eff_ezeckybjvr) 
Drug_dnhhgrkraq : (Drug_kvnefwgkme,Eff_pzvmccowal) 
Drug_erlrdjnnjy : (Drug_gyjpralvvu,Eff_uyklnfetgk) 
Drug_jafcmuatdt : (Drug_imoiewrhmu,Eff_rszglfclah) 
Drug_bwuauhlyuk : (Drug_jeezmvqfci,Eff_ppcvbwdwkp) 
Drug_wakhjfblys : (Drug_tslgrzedkr,Eff_bbzbygyitn) 
Drug_sbddiqzkei : (Drug_eedpqrjgye,Eff_vpvftvgaaz) ; (Drug_vpuauatjzx,Eff_zblngawryt) 
Drug_fxkpzekogl : (Drug_dkpyfkfvxg,Eff_uojqdcjmkp) 
Drug_yfzvetisxn : (Drug_zvrigkuzwa,Eff_cmstibbhdm) 
Drug_lymaitkovg : (Drug_gidbehqzik,Eff_qyqhnlzxcc) 
Drug_rwjfiwmyni : (Drug_qekhgvkein,Eff_deazzkrxwa) 
Drug_puxaugndur : (Drug_qirivmujla,Eff_krbewbduhi) 
Drug_mfbcodnlbw : (Drug_cfkomkoaui,Eff_cmtyopmckb) ; (Drug_obsjvnkcjb,Eff_quvmjttwct) 
Drug_cfdilvsxbe : (Drug_segnutomgp,Eff_bfcdodzwyr) ; (Drug_bkzcscrfmt,Eff_oguzjzgdii) 
Drug_poqktexohb : (Drug_zytbqtsmph,Eff_fllkkrgzqk) 
Drug_vxjflwende : (Drug_yiyollcqos,Eff_idogkhepat) 
Drug_ncibnifqxl : (Drug_cwumpuwlnw,Eff_purmgydqyz) ; (Drug_mrloazhrwt,Eff_vttpronncv) 
Drug_wolelmkeoa : (Drug_szybuzdeyh,Eff_oklcebhzum) 
Drug_akjyjxfsub : (Drug_mvtdiypemh,Eff_kmmgmftsnd) 
Drug_irhhoipxdv : (Drug_cjbucauxcp,Eff_svfpwgixpa) 
Drug_ceixeyahdz : (Drug_dkadyenzbo,Eff_jyxhkgidkn) 
Drug_xbkdxmoqvp : (Drug_iatjtcjncg,Eff_vzewkxoifk) 
Drug_pwpnpcyaau : (Drug_qblinjtxmd,Eff_dmggtglhih) 
Drug_pywnvftdbc : (Drug_gejmjbcpmb,Eff_yvowhkxjcz) ; (Drug_ktmkidwhvf,Eff_flgcybcvrz) 
Drug_efbrnqflme : (Drug_pqjhapxjlw,Eff_pyxyntqixn) 
Drug_tidpfqbkbi : (Drug_qbawaundfu,Eff_lcgrvyctfk) 
Drug_wonbgtwvqi : (Drug_hmobocrfbb,Eff_cxnxhkguei) 
Drug_iijtdmuuvx : (Drug_wxgaiuazvn,Eff_wjffbptsrw) 
Drug_ludhppbewa : (Drug_imhwmvnbna,Eff_faejniumro) 
